52.5;00:00
53.0;01:00
53.2;02:00
51.2;03:00
49.2;04:00
48.2;05:00
48.2;06:00
48.9;07:00
50.1;08:00
50.5;09:00
51.4;10:00
52.4;11:00
53.2;12:00
50.2;13:00
49.3;14:00
48.0;15:00
49.0;16:00
50.3;17:00
